text,aggressiveness
hurricane irma annihilates st. martin 's world - famous airport https://t.co/scltkotjls via @nypost,0
this clearly says beaumont texas ahahaha okay https://t.co/o2k813dbjw,0
@realdonaldtrump @cnn how is the hurricane relief going ? ? have you handled north korea ? ? passed any legislation yet https://t.co/9b8x0z5wsp,1
"09 - 10 today on context florida : florida 's death penalty , alimony "" reform , "" # keywest # keywest https://t.co/ahb741yv4l",0
we are here to help in beaumont ... #prayers4beaumont # hurricaneharvey w/ @untmapsorg @tlg_unt https://t.co/124wfqntuw,1
livestream # keywest still online just about # irma https://t.co/vpjw87xrzf via @youtube,1
""" there 's no such thing as a natural disaster "" . how bad climate models worsened harvey 's impact in houston https://t.co/sdbcf7aqey",0
"winners , standouts from 2017 houston bbq throwdown . @gregmorago reports on yesterday 's fun : https://t.co/gzs0iqtxck via @houstonchron",1
rt : rt nasa : new imagery of hurricane # maria uses temperatures to show the storms strongest sides & the extent of https://t.co/cpvjitt62d,1
the houston gamer is getting some run today .. for all my peoples that survived harvey . https://t.co/wlvdekk4bn,1
learning design consultant - usa - tx - houston : learning design consultant in houston texas https://t.co/snx1wtria0,0
"due to power outage alexander 's has closed for the night , sorry for the inconvenience . please come see us tomorrow .",0
"houston had a record - breaking flooding due to hurricane harvey . if you 'd like to donate , please use this link below . https://t.co/myjl5zoyhs",1
kristen bell saves ' frozen ' co - star 's family from irma https://t.co/4oikyemjds,1
"# thanks @knightfdn for $ 250,000 donation @redcross disaster relief efforts . # irma help impact lives , donate now : https://t.co/pfdh8meo68",0
"interesting : "" wind power is now cheaper than nuclear the energy revolution is happening "" https://t.co/megvv9ifxz",0
@diamondandsilk please do a followup opnion on periscope about the harvey floodg houstonthanksleftist city council kissed mayor 's butt .,1
"i like this nfl hurricane relief "" remember what a president used to be "" ad . # nfl # presidents # impeach",1
@repmattgaetz i am floored ! please explain your no vote on hurricane relief with irma heading our way ! you need to be replaced a.s.a.p !,1
janet jackson visits houston hurricane evacuees https://t.co/yvy4i0h9nf,1
abcnews reports daca recipients who survived hurricane # harvey are rushing to get their applications renewed befor https://t.co/em8cibfykv,1
rt funder : video : trump made this commercial for his russian clients to sell florida condos in 2011 # trumpleaks # https://t.co/f5rtodfokw,0
cleared : accident in roadway - property damage at south bv & clanton rd # clt # cmpd_westover,0
"@thomsonholidays what 's being done for families caught up in this hurricane in cuba ? ! my sister , fella & 9wk old baby are running out of water",0
trump finally tweets about puerto rico after multiple complaints for abandoningthem https://t.co/srjvkw7ka8 https://t.co/uzwl9vjo3u,0
"who cares , help them they are american citizens https://t.co/480x78zzin",0
how come we can invade and bomb the crap out of anyone in an instant but we ca n't help people in need for weeks . # hurricaneharvey,0
video shows flood waters from hurricane maria rush down street # kansas https://t.co/kcplnvpkgw,1
it was planned .. planned to pit canadian against canadian . 40 % of the liberal cabinet is muslim .. you ca n't possibly https://t.co/2bfsg03zzt,0
# beyonc # teams up with # houston # pastor to help # harvey survivors - nbc news # smartnews https://t.co/evtgmukyqu,0
"chief vespia receiving high fives at glen allen elem , thanking nppd for protecting the community during https://t.co/tojugbmgzo",1
"[ sports illustrated ] how the dolphins , buccaneers and jaguars are dealing with the aftereffects of irma | si https://t.co/zlg487eywk # texans",0
@realdonaldtrump people suffering in puerto rico and you are tweeting more nonsense ? # pleaseresign and save the nation .,0
every houston area cheerleader / dancer affected by hurricane harvey needs to take this survey asap . please retweet ! https://t.co/mexosxnhrm,1
tweet for # puertorico # hurricanemaria # puertoricorelief the situation is desperate ! they gov . need action now !,1
waiting on # irma # irmahurricane2017 like this ! sexy member ! ! ! ! # retweet # hurricane # hurricaneirma https://t.co/0rh0agsutt,0
foxnews 5:25am houston texans help city heal after harvey houston texans help c|_ty heal after harvey,0
the latest christian trends ! https://t.co/iuitvjyrvc thanks to @bgea # hurricaneharvey # harvey,1
"sheriff""s deputy among 1st florida deaths from hurricane irma . # d11 https://t.co/sbebmrke0f https://t.co/etanbmbjwv",1
nhc_atlantic : hurricane # irma advisory 44 : irma taking its time moving away from cuba . https://t.co/uia0bhdiwp,0
""" they are wasting .. money and time "" london relief centre customer slams police for busting pot dispensary . # ldnont https://t.co/ak3nuxdqtc",0
hurricane irma weakens to category 1 storm but still poses threat https://t.co/p2mudkoqjw https://t.co/oozpijyarc,0
take a look at trump 's sketchy mar - a - lago insurance claims after hurricanes https://t.co/is4ajrumxs via @govexec # maga # hurricaneirma,1
our @tegna sister station @khou is a good follow to keep up with the latest in texas as # harvey keeps dumping rain . https://t.co/7qeptd61cf,0
hurricane irma : british troops arrive in devastated caribbean as looters storm apartments https://t.co/qu194wybnh,1
its hurricane harvey 's fault https://t.co/anovjbhxvd,1
* * alert texas * * nothing changes here .... carry on . https://t.co/ai9wqnmqqi,0
".@cityofmiami @miamidadepd when it 's safe , pls send someone to check on lolita - left behind w / no shelter from # irma https://t.co/ftuf5jkctj",0
thinking and praying for all of our sister sites ! @ccmomsblog @houstonmomsblog @rgvmomsblog @alamocitymoms https://t.co/qrozjmqnzw,1
"@johnlegend no , we're not doing great ! still floodwaters and no power in parts of fl . texas is still in trouble !",0
breaking : hurricane maria makes landfall as a deadly category 4 storm https://t.co/0qdiyoup1l via truthfeednews # maga # trumptrain # trump,1
walt disney world allowed pets this weekend for those evacuating from hurricane irma ( current up to date proof of ... https://t.co/t41dvbuxkt,1
# hurricaneirma category 5 https://t.co/mrvhpsr7jk,0
"red alert!,nig . soldrs doing search and stop of vehicles , abducting igbo speakng biafran youth , taking thm to unknown places and killing them .",0
jcpenney plans to double size of houston staff in wake of harvey - https://t.co/wpxnxwpdrg https://t.co/ahrncs1mou,0
@mashable hmmmm ... since @realdonaldtrump filed for bankruptcy in puerto rico in 2015 ? ? # mondaymadness https://t.co/rqlnvgjqcv,0
heard on @houstonmatters that the state of tex is keeping 10 % of fed disaster relief funds as admin costs . can that be confirmed ? !,0
"restaurant made 1,000 meals for hurricane victims , has n't been covered by media . let 's thank them - https://t.co/6ucqkjckof via @shareably",0
"trump tweeted about sports all weekend as puerto rico dealt with "" apocalyptic "" storm damage https://t.co/auh41w6vab",0
irma lashes southwest florida as hurricane threatens gulf coast https://t.co/znmqapvre2,1
"rt @jiflagg2 : rt @scgoveoc : now that # hurricaneirma has passed , report debris or issues here : https://t.co/gk3um3zrir",0
"propaganda alert ! i fear for my son , says father of anwar al - awlaki , tipped as new bin laden -- puppet masters - ... https://t.co/jv3pjcavmu",0
"if your in the bvi , usvi , pr please prepare for severe # hurricanmaria as it continues towards the islands . winds at 160 mph 180 gusts.#maria",0
other presidents need to take the load . current potus has no stamina . https://t.co/cmzs9m1aag,0
"when will @att uverse wifi / tv / landline be back online ? blinking red broadband lights , due to # hurricaneirma . https://t.co/mguyrvw9z7",1
2 apt complex + 1 # shoppingcenter in # houston - excellent street - 6 % cap at $ 2m. # biggerpockets # investment # roi https://t.co/6fzifzm4nv,0
"puerto rico 's soaring cost of living , from giant electric bills to $ 5 cornflakes @graywolf https://t.co/ji789edxnp",0
tropical storm watch in effect for highlighted middle georgia counties until further notice ahead of # irma @wgxanews https://t.co/uofhrtbwbp,1
"# harvey weakens end it > vinegar erases alkaline salts based chemclouds > h2o vapor image > acetic acid in brown "" dry air "" https://t.co/umeafppv8x",1
@espngreeny @khou this is unbelievable . i live in houston and i see first the effects of the storm . put the ncaa on https://t.co/z1fm8seze2,0
san juan mayor slams @realdonaldtrump for ' terrible and abominable ' puerto rico stunt https://t.co/ollq1rwtqy via @huffpostpol true disgrace,0
@realdonaldtrump crisis ? what crisis ? this fkg crisis . ' it 's not about the freaking debt ' your america ? maga ? arse https://t.co/buk9z1c0ud,0
latest raw story info : republican carolina lawmakers refuse texas hurricane aid they re about https://t.co/uj5h7gekn8,0
in case you missed this shit ! he wants his buddy osteen to be repaid for helping harvey victims ! https://t.co/hlqomv2n8t,0
"that the folks who most aggressively deny human effect on climate , believe most fervently in power of prayer is ... https://t.co/ntotm5xgol",0
hanesbrands helping victims recover from hurricane harvey | justmeans https://t.co/n2n8qxllym,1
see you again at 2 am eastern for a # harvey update on @abc https://t.co/v5hzofy7nz,1
@kellyrowland hurricane irma destroys live stream ! ! https://t.co/lfvufmtpfe @hyperrts @topsrts @retweet_twitch https://t.co/lg5lgr2ymt,0
puerto rico is part of usa . its people are american citizens . what is fema doing ? does trump still plan to slash fema budget ?,1
# newhaven collecting donations for hurricane - ravaged # puertorico . $ or supplies welcome on 9/30 https://t.co/nletj8kpxf via @nbcconnecticut,1
video shows flood waters from hurricane maria rush down street # kansas https://t.co/kcplnvpkgw,0
"atlanta has tropical storm warnings today . ca n't believe it . schools closed , mail not running . no orders ... https://t.co/hk8zvxfdvp",0
the elderly were being treated like animals . # irma # morningjoe @chriscuomo,0
# _ _ # irma # ryaninternationalschool kenyan fake witch doctors exposed by a cctv footage in mombasa ! https://t.co/6ppr7p8wzp,0
the latest neworleans 2day ! https://t.co/e24hgduwon thanks to @saintscsc @clay_madden @nativepalate # maria # nola,1
suffering now huh ? ? ? test some of what u did to muslims in iraq and syria # irmaentn # irma # raqqa https://t.co/ur1ttedm5m,0
hurricane irma : utility issues boil - water advisory for large part of brevard county - florida today https://t.co/94x3ztiu2h,0
mea says in touch with indians hit by hurricane irma https://t.co/pgw5uwff8v,0
# congressactnow help the people of puerto rico . they are our family . they are our friends . they are our fellow americans .,1
"imagine perceiving the govt as more terrifying than a category 4 hurricane . fuck ice , fuck trump and fuck all his s https://t.co/kzkxff5gom",0
"when @chuckgrassley has to remind trump not to make mistakes ! texas has fantastic people on the ground , but trump i https://t.co/aiudrugzl9",0
@cnn let us all count our blessings ! savagery of # irma may be foretaste of mother nature 's total frustration w / our collective degeneracy .,1
"hurricane irma live updates : overtown post - storm , cuba devastated , navy to aid recovery effort in https://t.co/qxbeaf36iu",0
