text,love
https://t.co/6cd2n30mzs new post : jj watt the houston texan nfl star who raised $ 30 m for hurricane harvey relief https://t.co/x3v5zo2hqn,0
"update : roadwork alert : maint work ; i-75 nb : from hudson bridge rd to sr 138 ( mi 224.6 - 228.6 ) , henry co , all hov lns clsd , beg : 11:5| 11:57p",0
"breaking : @greggmcclymont and lgps ' jeff houston named @thefca co - deputy chairs of cost disclosure working group , working with @sierchris",1
gon na hurt folks already hurting here in texas https://t.co/80bda5kdtc,0
kristen bell saves ' frozen ' co - star 's family from irma https://t.co/4oikyemjds,0
"intersection along san houston pkwy . in houston , water about 17 feet deep . # pics # pictures https://t.co/qdhe2k8dum",1
watch : meteorologist gets out of car and goes head to head with hurricane irma https://t.co/mrmkxk4izq,0
"weighing in at 1,798 lbs , # tait has 2 skid loads full countless donated items that are houston bound ! # taitstrong https://t.co/amjjbcdkne",1
@abc13houston bruh the atlantic has got to chill . hurricane lee ? ! https://t.co/9s0a34mjqh,1
"watching coverage of # hurricaneirma from # canada . we love you , # miami & all of # florida . sending prayers . stay stro https://t.co/4hm4u0javx",0
destruction of a military squad of mercenaries in taiz and targeting their team https://t.co/puu5rjvj6n # aggression # killed # maribpress,1
max sus wind fcst assoc w / irma 69 mph 10:00 am on mon - see all fl sites https://t.co/igz2nhx7ml,1
storm surge can reach 15 feet in parts of southern florida -- that would reach the roof of a one - story home https://t.co/04z7adwv8a,0
three cranes at south florida construction sites have snapped in irma 's howling winds - miami herald https://t.co/xichzdalrt,1
@vp please help our island ! ! https://t.co/z9xxiu8ten,1
"this is a large storm so local effects are similar , but hurricane force winds and 5 - 10 inches of rain possible . https://t.co/xfbbf75is5",1
our thoughts & prayers are with those in the path of # harvey . we will be there with you to rebuild . https://t.co/bhgu6sdoe6,0
hurricane harvey donation drive is today @ allatoona from 1 - 4pm,0
"dragonite until 04:06:46pm ( 29 m 1s ) . cp 553 , 42.2 % ( 15/3/1 a / d / s ) , steel wing / hurricane . 1.9 km n of downtown . https://t.co/kjmuwy2vum",1
"texas public school districts may now store , not trash , leftover food https://t.co/31ombnjepc",1
"cool event alert ! "" post for the job you want : making the most of social media , "" hosted by our friends @apadc https://t.co/qvxvvwncz5",0
hurricane irma : a pregnant pause for sisters enduring storms | commentary https://t.co/wxe9lp5sfy,0
i pray that irma stays at a category 1,0
"# hurricaneirma # looters even in the face of a hurricane , doing their part to keep stereotypes alive .",1
construction cranes in miami become multi - ton threats during irma https://t.co/8wxntuyfls https://t.co/nvkadksefb,1
[ mashable ] the hurricane harvey telethon needs a kanye west moment https://t.co/vsckfayyc4,1
canadian warship arrives at hurricane - ravaged island to find near total devastation . https://t.co/jtbphgci97 https://t.co/z4ye9z9kc7,0
timesofindia : all indians safe following irma landfall : sushmaswaraj https://t.co/rgtz2hpjqb https://t.co/qhf6vow54t,0
"despite the devastation hurricane harvey , there is good news coming out of texas . # eluma # teletherapy # onlinetherapy https://t.co/db5f4qvaop",1
"if there truly is a god , mar - a - lago will be the only building in florida to be destroyed by # irma",1
"rt inews2day "" caribbean islands spared hurricane jose 's wrath https://t.co/denp5orz31 "" https://t.co/8kovhgk5lw https://t.co/35saxychfo",0
@sbisd what a great way to provide support for ss by providing a stuffed animal drive for hurricane harvey hugs ! https://t.co/ebf9ycq9e2,1
urgent : # irma # hurricane to all my usa followers : spread this life - saving information from @bornfreeusa urgent ! https://t.co/gghizyul3y,0
""" there is no help . "" an emotional interview with a nursing home owner in caguas , puerto rico https://t.co/beqypizonp https://t.co/pct4jom7r4",0
"hurricane irma:- largest evacuation , 6million are ordered to leave florida ( photos ) https://t.co/rgj2dxriye",1
"# harvey dent ( from the animated series , of course ) https://t.co/axcqelrp71",0
south carolina gov. henry mcmaster visits irma emergency shelter in columbia to meet evacuees - https://t.co/lpofzoomsa,0
foxnews : more than six million people ordered to evacuate as # hurricaneirma nears florida . https://t.co/3p63ubhvmo,0
"thx to @fordfund _ partner @southbayford for $ 100,000 joining ford tx dealers to support @redcross harvey relief fund https://t.co/lito5jfc7f",0
"find used cell phones for sale in houston , tx https://t.co/bxfnq5xxnc",1
"puerto rico flooded , in tatters , out of power in wake of maria https://t.co/kmcipe7llc",0
i donated to puerto rico via : americares . every $ 1 donated = $ 20 in aid . join me ! https://t.co/9e7ll1tznp,0
donations for those affected by hurricane harvey collected by ms. schmidt 's 2nd grade class at england elementary ! https://t.co/0fetz1nrna,0
updated path for hurricane irma https://t.co/dfxrivcltj,1
"mynews13 : swells from # maria to increase rip current risk , rough surf , & hazardous boating conditions in volusia f https://t.co/2boflibjng",1
"# zetorna https://t.co/wfuw8montl : the dealers conference will be held on 26 - 27 october in jacksonville , fl . https://t.co/gbbzum79yu",1
"howdy ! our # membershpe highlight is emmanuel valencia : mechanical engr major from houston , tx . c / o ' 20 . congrats ! https://t.co/bemia46y98",0
"footprints of charity had a person on the ground in the houston area who lives in the suburb of montgomery , tx to ... https://t.co/pwagcu8h1w",0
getting ready to welcome 63 animals from louisiana and houston to @peta in norfolk . stay tuned for all the pics ... https://t.co/nwinb02ps0,0
singing contractors dedicate ' unclouded day ' to flood victims in texas https://t.co/jv0o7j2sov,0
commercegov : rt nwscorpus : harvey has been downgraded to a tropical storm this afternoon . # harvey # txwx https://t.co/p0hqvthccw,0
""" all the food is gone now , "" said one resident of st. martin . "" people are fighting in the streets for what is left . "" https://t.co/xg9mjn00o2",1
@realdonaldtrump why do n't you worry about the hurricane victims and help them ? ? ? ?,1
"while i hope puerto rico receives the aid it seriously needs , i also hope reporters show how appointed officials have ruined the island .",0
"latest : eye of hurricane maria located of eastern puerto rico with 150 mph winds , according to new nws update https://t.co/dxcdkiie9i",1
quadruple hurricane and media still wo n't talk about climate change via /r / climate https://t.co/sifxz0fgxs # climate https://t.co/p9c7dahgh5,1
okx cancels coastal flood warning for southeast suffolk [ ny ] https://t.co/p86cc3ylnu,0
# andreberto x # beyonce serving the # hurricaneharvey survivors in houston ! @andreberto @beyonce # beygood https://t.co/eqqy29wyre,0
tracking hurricane marias path https://t.co/t9eswfqgnq,1
claiming a loss after a disaster like hurricane harvey - https://t.co/vnir6em6dl https://t.co/kwraa4wjlw,0
our prayers go out to all the people that were affected by hurricane harvey,0
"you can donate to the academy foundation disaster relief fund , which supports members affected by disasters : https://t.co/wsewmhkdjh",1
"convection with # lee is nt very strong , but he 's a gorgeous tiny hurricane on visible . no threat to land , so no worr https://t.co/9bydmbm8j1",0
"# politics u.s. house to vote on faa extension , hurricane tax relief https://t.co/xxkcbxvwhm https://t.co/zwdb3yjozi",0
thank you @insidefpl for working during this hurricane .,0
nissan joins the hurricane harvey relief and recovery efforts https://t.co/7tqspuka3d news https://t.co/v40irmio1d,0
houston flood relief fund - https://t.co/4joyzk6rqm via @youcaring,0
may the people of puerto rico be protected and receive the help the need,1
# americanjailassociation sends our thoughts and prayers to all our brothers and sisters affected by # harvey . stay safe .,0
stunning lack of urgency from this administration . white house has to remove all barriers to get desperately - needed https://t.co/dh1avqtkn6,1
"just got a bit of good news ! the village or town have sufriere , suffered no casualties . only structural damage . # dominica",0
keeping an eye on hurricane harvey .,1
hurricane irma : st . petersburg aftermath : https://t.co/tclpgdgmlk via @youtube,1
video : @chrisfarrellcbs shows category 5 hurricane irma starting to brush the keys and miami . https://t.co/senqxvbbch,0
jennifer lopez donates $ 1 million to puerto rico relief efforts https://t.co/cmweb40qpe # kprc2 https://t.co/spq5ctkpz9,1
tim duncan makes plea to help irma - ravaged virgin islands https://t.co/zoptnswaft https://t.co/87a0am03cw,1
"if you 're in texas near the storm , please stay safe . we 're thinking about everyone over there right now and hoping for the best .",0
new from the @aasbusiness team : # harvey shakes up # houston real estate market https://t.co/zjs8mlqemz # houstonstrong https://t.co/l6nbn0jfkz,1
class act ! janice dean wows fox news fans with selfless donation to victims of hurricane harvey https://t.co/fv7yhhku6g # tcot # pjnet,1
mexico rushes relief supplies to quake - devastated areas : https://t.co/0bonm0hbnm via @youtube,0
slow hiring in trump administration leaves crucial vacancies in disaster staffing | via @bpolitics https://t.co/qmryikkmbf,1
"join the luxoft team ! see our latest # job opening here : https://t.co/0dkz1y5r12 # it # houston , tx # hiring # careerarc",0
i liked a @youtube video https://t.co/vsnhkmi1e2 lol ! hurricane harvey relief is here !,0
weathercenterhq : photo : a storm rolling over the atlantic under the moonlight . https://t.co/ut16sqtjmv,0
"top story : help for victims of hurricane harvey | internal revenue service https://t.co/fij6v2aszk , see more https://t.co/iztlryvylt",0
so that the american people taste the bitterness of displacement from the homeland # irma # florida,1
"miami begins to see flooding , tropical storm winds - https://t.co/njug86pnoq https://t.co/dvrnmwzdts",1
severe t - storm over montrose or near lake vermillion state recreation area moving e at 55 mph . 70 mph wind ... # sdwx https://t.co/kknrqwaif6,1
on the way to help in puerto rico @aflcio @brianuft @uft https://t.co/qvyd9umcct,1
irma is kind of like every movie released this year : an overhyped let - down sequel . # fakeweather,1
# arkema explosions rock flood - crippled chemical plant near houston . read more : https://t.co/f8an9tzlkg $ ake,0
wow ! ! ! glad you are ok and the families were evacuated safely . https://t.co/ppigzqlsxe,1
here is how health plans are responding to hurricane harvey https://t.co/agirtdbbpn,0
the latest uk common law party ! https://t.co/6zbgnt2gvx thanks to @hmrobbincs @mwestie58 @politics_nature # hurricaneirma # freeanons,1
this is very very sad these people are humans too and need our help https://t.co/uyfoxixw6c,0
"the latest leblognoteur , le journal ! https://t.co/yhx2vxplnk thanks to @hexe_wutend @d3423597 @memoiretrauma # harvey # photo",0
... in the hosts ' goal standing between cornick & potts giving the town the lead . marek stech had to be alert to keep out adam campbell ...,1
# raydonovan star @lievschreiber adopts a pair of # hurricaneharvey rescue dogs : https://t.co/tqirhiawyv ( via https://t.co/6ziqdnbkfg,0
this week ' transcript 9 - 10 - 17 : hurricane irma coverage https://t.co/gxsx8xgqev,1
find a new # book to love & help # houston recover from # hurricaneharvey https://t.co/7oztkksq26 https://t.co/cu3d1xvvui,0
donation classes will take place today- sep 16 ! proceeds will be donated to those affected by hurricane harvey : https://t.co/8ylbd51hul,1
