text,contempt
"@thinkprogress citizens of ohio ! please , test your water for lead . your congressman has brain damage .",1
busch gardens lead flamingos to shelter ahead of irma https://t.co/y8bi0lg4e4,1
state of texas remains on alert . # harvey # hurricaneharvey # vosslaw https://t.co/qgls9su32w,1
-trumpcare dead -brink of war -no wall ever -russia -part time racist -hates the earth -hates puerto rico # trump is a total dumpster fire,0
""" irma 's projected path shifts west ; florida more firmly in crosshairs "" via fox news https://t.co/ggeiavr28i site : https://t.co/cjs7mwdgq0",1
trump is so unbelievable # impeachtrumpnow https://t.co/qywehma8f0,1
throw us some prayers in the houston area . it 's pretty damn bad out there tonight . # harvey,0
# harvey2017 # harvey i hope everyone stays safe . my thoughts are with you .,0
"rt timeoutnewyork "" everything new yorkers need to know about hurricane jose : https://t.co/jaxiyulfrs """,1
janice cooking waiting for hurricane maria is iconic as hell,0
why is this not circulating like jj watt 's hurricane relief fund retweet # maria https://t.co/z7gpiayfah,0
the sea has come in . time for religious climate - deniers to give up their blind beliefs . folks need to think outside https://t.co/brvr2rbhrg,0
more than 3 m customers lose power in florida https://t.co/zz0hiomqjc,0
"excited about my new merch from @lacebytanaya @ houston , texas https://t.co/mml1yofnki",0
"# tornadowarning until 12:15am ct : # brazoria , # galveston counties , just south of # houston in # harvey 's outer bands . https://t.co/jxzdfpskry",1
houston 's # galleryfurniture turns its stores into shelters to help hurricane victims . read more : https://t.co/y9xldxleod,1
latest news hurricane irma evacuation : florida running out of time https://t.co/k1svjfaqsn,1
"while our ass wipe potus is tweeting at the nfl , people in puerto rico are drowning , suffering , dying ! ! he is a complete joke !",1
equifax execs last seen speeding towards irma in hopes of disappearing into the storm . fyi they went to 100 % btc so good luck tracking the $,1
the latest # irma forecast track . landfall likely as a major hurricane along florida 's gulf coast sunday,1
praying for everyone in puerto rico,1
@washingtonpost it 's a 600 mile wide cat 5 hurricane . turning off the lights is n't gotten fool irma .,0
"update : maria remains a tropical storm ; guadeloupe upgraded to hurricane warning , martinique upgraded to tropical storm warning",1
now ! https://t.co/xziiwxvqxy trump basically blamed puerto rico for the devastation from hurricane maria https://t.co/jkttk6nsu9,0
the is the same pres of mexico that rescindedan offer to extend aid to u.s. victims of hurricane harvey .... correc https://t.co/nxjb62nptz,1
sending the light of wisdom to those who still deny # globalwarming might be to late but those bozos need to cop on ! # trump et al # maria,0
christie called cruz hypocrite for seeking harvey aid after opposing a relief for those affected by sandy . christie https://t.co/bydnfdwl3v,0
red alert : @mbuhari @buratai_coas to sent 30 hilux van to igweocha # biafraland to continue to kill defenceless # biafra # unga2017 # usaatunga,1
houston residents pick up the pieces two weeks afterharvey https://t.co/0xmlolnvqg,1
foxnews 2:02am irma floods downtown miami,1
that florida hurricane # cocktails # drinks # happyhour # food # sun # lunch # bar # london https://t.co/vsylendisj,0
houston matters : lessons from hurricane harvey https://t.co/gzdtxqxjdy,0
focus on the family uses hurricane harvey to ask for donations for focus on the family ( video ) https://t.co/hl9owpte9j,1
massive relief effort continues in puerto rico https://t.co/spgrqjdyc8 https://t.co/uvgmgovpak,1
"will any "" journalists "" make these 2 slapnuts @thebushcenter @billclinton account for the money they squandered in h https://t.co/s2giywmxbh",0
they ran out of water ... nothing on tap either . # harvey # houston # hurricaneharvey https://t.co/l8rlwhkjga,1
my country is about to get slammed by hurricane maria in a couple of hours please send prayers,0
"see our latest # houston , tx # job and click to apply : special procedure technologist - https://t.co/hhkil6jv3p # healthcare # hiring",1
"texas sushi bar makes 5,000 meals for hurricane victims & volunteers -- let 's thank them ! | perezhil https://t.co/1jc9jbc2tl",0
@realdonaldtrump the president should worry about the hurricane victims and helping them not the united states flag in nfl,0
mexico reverses hurricane harvey aid offer to texas mexico is nt going to help texas after all . th ... https://t.co/aczl6lyjup,0
"could we get some news about # irma s impact on # cuba , please ? # cubamatters , you know ? !",1
cnnweather : accumulated rainfall from # irma exceeds 10 inches in much of the southeast ! # gawx # flwx # hurricaneirma https://t.co/zmbqlk6zcq,0
bravo dr. arcilio alvarado ! transformed his fl clinics into # puertorico supplies dropoff . headed to island tuesday . https://t.co/1qclo4itg9,1
""" bahamas beach dried up after hurricane irma "" https://t.co/5ljtq0rl39",1
texas is in my prayers https://t.co/zq224hohc1,1
miami airport busts trump social media director for spreading fake news in midst of storm https://t.co/s5v69tio75 via @shareblue,0
@godaddyhelp this is affecting business for your account holders ! please provide an update ! and why did n't you noti https://t.co/jzd9787c4w,0
"in support of red cross ' humanitarian efforts for the victims of hurricane harvey , cybersuite has proudly donated to help those in need .",1
"we 're # hiring ! read about our latest # job opening here : e.i.t. - https://t.co/iuglbgdia7 # engineering # houston , tx # careerarc",0
"thank you , mr. obama ! while deranged trump is declaring war on the nfl , you 're doing everything to aid those in dir https://t.co/dz1dkldv0v",1
"# harvey strongest hurricane to hit u.s. since 2004 . help tx now . call 1 - 800-red cross , click https://t.co/enjgh4tnpu",1
florida niggas when they hear another hurricane coming https://t.co/btfuc4pr6j,1
busch gardens lead flamingos to shelter ahead of irma https://t.co/y8bi0lg4e4,0
# science astronaut 's grim photos from space show hurricane destruction - cnet https://t.co/dkzofh0urf,0
now corrigan # texas s. collins st. usa # hurricaneharvey # harvey # harveystorm https://t.co/9mwdl4vhdc,1
@bt1soul great show tonite in new york for texas @galvestoncounty food panty # hurricaneharvey relief fund . you rocked that stage @thelowbeat,1
"hurricane irma strengthens , tears into cuba 's northern coast https://t.co/eyzdr3c4kh https://t.co/j1s266ooai",1
@whirledpeas4u4 m yea i 'm good . down here in texas . barely missed hurricane harvey . how are u ?,1
"@baseballcrank i 'd say the premise that dems would oppose harvey aid is a strawman . if anything , the opposition cam https://t.co/n0exa2brhq",1
"someone interested in 2 tickets for @paramore in houston @smartlivetx section 102 , row ff at cost price ?",0
# helppuertorico rt like lives depended on it . https://t.co/e9jgs5dn86,0
heaven help s fla if they ever take a direct hit from a + cat 3 hurricane # inners,1
we lost power in # keywest a few hours ago but cell network still intact for now . soon we will be without all communications . # irma,1
florida shopper gives away new generator to help stranger in hour of irma need https://t.co/7vyo18pldf,1
local red cross volunteer helps those in need following hurricane harvey https://t.co/se1mqogpyj,0
monitoring the weather very closely . we are at the # pin and right now we are good and praying it will stay that way . # harvey,0
puerto rico is america . and it 's being ignored . # puertoricorelief https://t.co/edukr3neyr,0
@abc13houston bruh the atlantic has got to chill . hurricane lee ? ! https://t.co/9s0a34mjqh,1
@anxietyoctopus @dailymirror fyi this info https://t.co/kqt3ajwndp & the # opruman thread # bvi,1
"greetings , if you are trying to watch the hurricane harvey relief - web - a - thon the internet browser ie may not ... https://t.co/dysur5gqmr",0
everyone please pray for my fb- this live stream is n't working so now i ca n't watch hurricane irma destroy homes & break apart families,0
this is me and my friend judy wearing our hurricane harvey chic today . the stench of hot flooded https://t.co/bgsmuconrm,1
# st . croixmontessori hurricane irma closure . read blog : https://t.co/jvozznb5vr,1
@icyclone hurricane maria 11:52pm 9 - 19 - 17 # maria # puertorico # wx https://t.co/pvs8nxiir4,1
life is strange : before the storm 2017 e3 trailer : https://t.co/swmkdwkbmw via @youtube,1
watch : # hurricaneirma closes in on # florida as category 4 storm https://t.co/xbnssafbas # wftv https://t.co/vzhi9mcgzy,1
# biafra!has @okezieikpeazu finally perfected the plan of the blood sucker @mbuhari by allowing his brethren killed https://t.co/f3lprwhx9r,0
""" we had the rare opportunity to get a personal look at the faces behind this tragedy . "" https://t.co/trvdx4kjvo # hurricaneharvey # strength",0
"florida nursing home listed dead resident as resting in bed , ' state says https://t.co/ni0rgyft0s",0
trump 's epa head scott pruitt on irma : now is not the time to talk about climate change https://t.co/pvotntiu5b,0
you mean @realdonaldtrump hasn't declared puerto rico a disaster zone yet ? ! ! ? ? # maria https://t.co/dtc1tepomd,0
evacuated from florida because of # irma but was still able to experience the fear https://t.co/qp1uwk8rzk,1
we are live with continuous coverage of # hurricaneirma . https://t.co/3qqheprmtd,1
ncaa rules are a joke -- especially if those rules prevent houston and kelvin sampson from accepting donations . https://t.co/1uieunzpgk,0
hurricane maria : 100 percent of puerto rico without electricity https://t.co/pf2sdhl03x,1
"mayor , council members clash over questions about debris removal # houston https://t.co/ff806uhxet",1
john mccain thinks there might be something to this climate change thing | gq https://t.co/hev8vqvwem irma climate change,0
texas attorney general sues businesses for alleged hurricane harvey price - gouging @thedailybeast,0
"more reason to be skeptical of biased disaster reporting , in this case by profiteers who benefit greatly by stoking https://t.co/ogsy6uefmz",1
rt @microsoft : rt @msphilanthropic : microsoft 's response to # hurricaneirma . please help by donating to @redcross o https://t.co/cfjhsuhbjv,0
heavy drinkers . avoid liver damage from red wine by immediately soaking the affected area with a similar amount of white wine . @mothmun,1
hurricane # harvey makes landfall in texas @wkrn https://t.co/n9jtviofux,0
bravo dr. arcilio alvarado ! transformed his fl clinics into # puertorico supplies dropoff . headed to island tuesday . https://t.co/1qclo4itg9,0
"reps . gallego , murphy , soto & serrano to sec . mattis : greater military resources for puerto rico # sayfie https://t.co/fhhgdpysq2",0
"@realdonaldtrump meanwhile , our last decent president tweets : https://t.co/jsip5wmena",1
major hurricane maria still looks like it will stay well east of the gulf of mexico . https://t.co/i0hcbyn4ff,0
"caring for other humans , and in this case , americans shows respect for this country . https://t.co/ajmrx1ehsh",1
"@brithume @brentscher are you having a good laugh in your dry , safe , comfortable home while # harvey destroys lives https://t.co/dv8gdeujwl",0
hurricane irma : boris johnson and priti patel blasted for uk response https://t.co/7g7h5btejt,0
"our students have collected about 1,100 lbs in donations for # hurricaneharvey relief . one more campus to weigh in ! https://t.co/w9shkq5wmt",1
@hqnigerianarmy @defenceinfong nigerian military should be seen in benue floods helping people . not sending armoure https://t.co/y7qj6xg3r4,0
this is how you can volunteer to help when hurricane irma hits florida # securitynews https://t.co/grwvbdprpx,0
# music # np # song # livebroadcasting hurricane irma trap r / trap https://t.co/ry2jqmhbej,0
distributing crucial supplies as if they 're t - shirts at a fucking concert . every day he finds a new way to be disre https://t.co/ij1bf4cp1z,1
